label,0_x,0_y,0_z,0_v,1_x,1_y,1_z,1_v,2_x,2_y,2_z,2_v,3_x,3_y,3_z,3_v
right,0.77751559,0.547220528,-0.009020264,0.999734163,0.326943278,0.362209976,-0.443467915,0.999951661,0.811584115,0.968511343,0.227425769,0.503967166,0.128028914,0.792963624,-0.505431354,0.823501885
right,0.778880894,0.551474154,-0.036135066,0.999720871,0.329354912,0.359116673,-0.448513448,0.999951482,0.811430156,0.969099104,0.147119969,0.501036763,0.129242107,0.791490495,-0.520745933,0.825130165
right,0.778867602,0.551843464,0.014318558,0.99970597,0.337719589,0.353239387,-0.443922698,0.999953032,0.809879422,0.969040692,0.29018113,0.491399854,0.131261066,0.787668228,-0.528280556,0.830845594
right,0.781976998,0.551963151,0.031531759,0.999688208,0.344089776,0.347038209,-0.43081075,0.999955416,0.808817685,0.969664395,0.29728803,0.4753308,0.132299751,0.783816576,-0.471002191,0.835117519
right,0.784317672,0.551767409,0.033965934,0.999607623,0.345767319,0.34549278,-0.440986872,0.999956548,0.794396877,0.968624771,0.351207376,0.436441869,0.132220462,0.78382504,-0.463452756,0.835431457
right,0.746448398,0.498402476,-0.101236142,0.999802828,0.277233899,0.375009179,-0.411577553,0.9999246,0.79181689,0.959234357,0.059609044,0.602624476,0.103335992,0.831121206,-0.512233317,0.74432534
right,0.748995543,0.514821351,-0.081713699,0.99980551,0.286535174,0.372832894,-0.40826112,0.999927521,0.797078729,0.96675247,0.089251719,0.60220772,0.106540918,0.816533744,-0.505884528,0.753685653
right,0.753340304,0.519417822,-0.076763161,0.99981916,0.292835236,0.369175762,-0.394788682,0.999934137,0.79882431,0.969061494,0.132385314,0.609859824,0.109402537,0.81167978,-0.46536842,0.766260028
right,0.755422413,0.52255106,-0.061171979,0.999820828,0.295761764,0.364742965,-0.387605876,0.999938965,0.799339592,0.967805207,0.126127794,0.604590595,0.11211475,0.806529582,-0.432831705,0.774433792
right,0.758579314,0.530334473,-0.035747286,0.99982053,0.29967466,0.360530823,-0.427682012,0.99994266,0.80346477,0.968601465,0.154609591,0.601581514,0.116209164,0.805036962,-0.488222301,0.779892206
right,0.758919299,0.536551833,-0.01999856,0.999805987,0.304861367,0.355526805,-0.427715927,0.999945879,0.795860887,0.968809962,0.17920284,0.577180386,0.120356262,0.799905479,-0.461700439,0.784407198
right,0.759082198,0.538540184,-0.014366153,0.99979651,0.310577571,0.350707412,-0.424626648,0.999948859,0.796596646,0.968533158,0.221331194,0.570824564,0.122713327,0.793818593,-0.450169325,0.797084987
right,0.759010375,0.540284395,-0.002901298,0.999788284,0.318658382,0.345937997,-0.428857654,0.99995023,0.802402198,0.968444824,0.254686475,0.572446823,0.124821879,0.784954131,-0.486273468,0.803507626
right,0.76131171,0.541486621,-0.00038112,0.999780416,0.326886356,0.342876136,-0.434578508,0.999952078,0.809393525,0.971257389,0.23927781,0.574244916,0.12834008,0.780028284,-0.489872068,0.812392294
right,0.764868855,0.546318769,0.029069781,0.999775767,0.332980454,0.34171468,-0.435393333,0.999953508,0.810494602,0.971058607,0.29362601,0.570195675,0.132322535,0.774877965,-0.508852184,0.820616066
right,0.768496513,0.548372388,0.017029678,0.999769211,0.339712739,0.339388758,-0.485831082,0.999956727,0.81404531,0.973103225,0.264769077,0.560032666,0.133657798,0.77593112,-0.522852182,0.822377801
right,0.768777966,0.549763799,0.023073208,0.99977839,0.347211182,0.336446494,-0.479219824,0.999960005,0.817153573,0.972304642,0.303734183,0.56394887,0.135296941,0.773413122,-0.518860936,0.830776632
right,0.770373344,0.553275704,0.027019963,0.999768615,0.353986651,0.333003253,-0.491096407,0.999962211,0.816537261,0.972619832,0.320998251,0.551684082,0.137052953,0.768743753,-0.524545312,0.8363837
right,0.772579312,0.556640565,0.028993115,0.99976176,0.358922005,0.332516581,-0.498264611,0.999964297,0.816530347,0.972894251,0.311680138,0.533427954,0.138425872,0.766191244,-0.545238018,0.838511169
right,0.776633739,0.559730351,0.028026786,0.999747872,0.363194406,0.332341522,-0.485730022,0.999967396,0.804990113,0.97719121,0.347749799,0.510859311,0.143940181,0.763533413,-0.540009379,0.848922968
right,0.777739048,0.563505113,0.035372507,0.999729872,0.365319639,0.33267644,-0.483963102,0.999969482,0.800277114,0.976435125,0.358581573,0.494735688,0.145536736,0.763430476,-0.539997578,0.856247723
right,0.780518889,0.56442374,0.049362339,0.99974221,0.370052665,0.332830966,-0.473315328,0.999971807,0.801893413,0.977440178,0.363491327,0.495248646,0.148503333,0.762304664,-0.53902024,0.862473726
right,0.783756375,0.56262219,0.018860696,0.999754012,0.371413797,0.332989901,-0.470742404,0.999973714,0.805881143,0.981854379,0.326227874,0.501150429,0.148904338,0.760144651,-0.534626365,0.864823878
right,0.760536075,0.531305015,-0.074351624,0.999830067,0.314214647,0.375547528,-0.428250164,0.999943495,0.828124404,0.957118213,0.076630585,0.623987436,0.115455531,0.813925385,-0.613713622,0.817610204
right,0.761009097,0.530590475,-0.075036511,0.99982357,0.315270722,0.371237546,-0.425066143,0.999943435,0.827093005,0.956799567,0.103524767,0.63024044,0.119887307,0.806952775,-0.586258411,0.827728093
right,0.761143386,0.529418528,-0.073322631,0.999824524,0.31744808,0.367100656,-0.421835124,0.999943793,0.828540623,0.962074041,0.117353775,0.640042305,0.123549201,0.800867498,-0.595416367,0.836344123
right,0.762938857,0.529361427,-0.043474697,0.999818325,0.321244866,0.361023605,-0.425823361,0.999945402,0.82988435,0.961175263,0.219153643,0.644089937,0.130950779,0.794220686,-0.52999258,0.848880887
right,0.763691962,0.532746375,-0.029193029,0.999810398,0.328778565,0.35827297,-0.406920105,0.99994719,0.831423104,0.958880961,0.201794237,0.641186476,0.135551557,0.791564763,-0.435751677,0.853036642
right,0.764605522,0.540980458,0.00665293,0.999783933,0.335551649,0.356650174,-0.445200384,0.999949872,0.83100605,0.951748669,0.263771683,0.630347133,0.139223918,0.789767087,-0.476765484,0.857402444
right,0.765037239,0.543337047,0.006493573,0.999765396,0.339459956,0.354375273,-0.44175142,0.999952316,0.830128193,0.950022876,0.274701536,0.622952044,0.142644137,0.78442657,-0.502796412,0.863522708
right,0.765220821,0.548226595,-0.008165866,0.999760568,0.341932118,0.353593439,-0.458485991,0.999953449,0.830046356,0.952743709,0.2428426,0.622744083,0.142801329,0.783334076,-0.551629424,0.865213573
right,0.765242755,0.553400993,0.039802901,0.999768198,0.344786346,0.353425652,-0.449932337,0.99995625,0.830064178,0.956036806,0.329063267,0.630037427,0.143491358,0.780985594,-0.511202633,0.86981982
right,0.765220404,0.55660069,0.06680765,0.999765873,0.349630177,0.353035927,-0.442679018,0.999961853,0.823120296,0.959225297,0.375098675,0.609514236,0.144275889,0.780314505,-0.496028423,0.876597047
right,0.76557833,0.558854699,0.090191096,0.999747992,0.354228616,0.352773786,-0.447802544,0.99996525,0.813207984,0.95998615,0.447938144,0.580079675,0.144234583,0.780318856,-0.498502254,0.881245315
right,0.765638173,0.559081018,0.122281179,0.999727607,0.357024848,0.35217765,-0.442261457,0.999970138,0.802065194,0.943312109,0.488716781,0.543347478,0.14363268,0.777249217,-0.537977278,0.892225862
right,0.76699084,0.560908675,0.123269796,0.999720097,0.360541284,0.350842178,-0.448554337,0.999972761,0.802247643,0.943906486,0.519604027,0.539007723,0.144018173,0.771073639,-0.538707852,0.901212871
right,0.768235624,0.56646955,0.114605665,0.999739468,0.362496287,0.350188673,-0.424119711,0.999975502,0.805363297,0.95615977,0.4930996,0.546095967,0.144568279,0.76676017,-0.512978375,0.907557487
right,0.769077837,0.568991601,0.112930521,0.999739587,0.362992227,0.349548668,-0.434653431,0.99997735,0.810696721,0.960708618,0.484089375,0.539141536,0.143151373,0.767634034,-0.521434188,0.910105646
right,0.771203637,0.572044194,0.131039694,0.999739051,0.369787663,0.348826826,-0.460130215,0.999979556,0.815394282,0.962159455,0.524843395,0.536764205,0.144008055,0.769902587,-0.555277884,0.912868917
right,0.77706629,0.576906085,0.131742805,0.999738514,0.374428988,0.348753959,-0.507645369,0.999980688,0.82239455,0.969888508,0.561203659,0.536202133,0.144016489,0.770389616,-0.599302292,0.91599977
right,0.78295511,0.577203751,0.10992305,0.999753535,0.3824763,0.348834485,-0.49655056,0.999981046,0.826125979,0.972560227,0.493801415,0.544943154,0.151019961,0.764736116,-0.567627907,0.913194358
right,0.786787987,0.578902483,0.110253789,0.999756098,0.386761576,0.348172098,-0.47714743,0.999982297,0.825131774,0.978590786,0.493386745,0.531771958,0.152044907,0.764850795,-0.539370716,0.91210413
right,0.791258037,0.58127439,0.107025847,0.999764681,0.388602823,0.347276211,-0.480158418,0.999983549,0.823827088,0.979838669,0.490732491,0.514976442,0.151828557,0.764992952,-0.539352715,0.909922361
right,0.794086933,0.584435523,0.112316683,0.999775469,0.392226845,0.346199781,-0.487854779,0.99998486,0.822043896,0.981908798,0.499200642,0.506485999,0.152308762,0.765094399,-0.554347873,0.912256241
right,0.797498524,0.586531818,0.120426789,0.999783099,0.396698326,0.344518811,-0.490400732,0.999986053,0.821970165,0.979485691,0.524005294,0.502783418,0.152896389,0.762538016,-0.586198747,0.917758286
right,0.805080891,0.595088363,0.095115185,0.999796331,0.403611749,0.343518853,-0.520128429,0.999987125,0.824013829,0.988147378,0.487312943,0.506322145,0.158054829,0.748989642,-0.587195575,0.921999753
right,0.811811626,0.594183028,0.093613885,0.999801159,0.411167324,0.34333998,-0.485641241,0.999987662,0.829021752,0.986301839,0.487207323,0.502752781,0.159253255,0.745574355,-0.571856737,0.923955321
right,0.767033935,0.54433465,0.103817835,0.999763072,0.355053216,0.357392788,-0.455986559,0.999970257,0.811068356,0.954232216,0.486616135,0.543780327,0.132402658,0.776777446,-0.552631736,0.899255574
right,0.777753413,0.552407205,0.123967707,0.999761403,0.378344744,0.35299474,-0.493940294,0.999973834,0.812451363,0.949406862,0.536307752,0.537162483,0.140823528,0.769352317,-0.594455123,0.9064762
right,0.781501055,0.563323677,0.143861726,0.999768615,0.382493168,0.349967837,-0.507248044,0.999976993,0.815877259,0.956712008,0.569207311,0.526896596,0.143183962,0.76570946,-0.603647828,0.91230613
right,0.788932443,0.574827731,0.132758468,0.99978739,0.385703415,0.348499507,-0.498929083,0.999980569,0.816081405,0.963437676,0.523840785,0.515368521,0.148117319,0.757079005,-0.584551454,0.917769313
right,0.793747604,0.578347623,0.078712061,0.999806583,0.389000595,0.346788675,-0.51443541,0.999982119,0.817313552,0.973633468,0.444951117,0.508558154,0.151248232,0.75587976,-0.575593412,0.913439453
right,0.799153447,0.587668598,0.078712083,0.999830842,0.395985782,0.345716178,-0.527312875,0.999984264,0.818195701,0.983369589,0.486203521,0.509114325,0.15703474,0.750769317,-0.591845989,0.912736595
right,0.803918719,0.592659712,0.121969387,0.999839067,0.404487669,0.343556672,-0.521486521,0.999985874,0.816646755,0.984906435,0.556882203,0.505275607,0.158066362,0.747350156,-0.592076361,0.918207347
right,0.805189967,0.595278084,0.133394435,0.9998492,0.408666849,0.341295421,-0.510615468,0.999988019,0.812536538,0.983682275,0.558031201,0.498715252,0.157233581,0.748025656,-0.627499461,0.925808728
right,0.805720448,0.595887601,0.132510364,0.999858797,0.40998596,0.34010303,-0.502416372,0.999989033,0.812852383,0.984721363,0.547415674,0.490256101,0.157551184,0.748381495,-0.588516355,0.925887525
right,0.805752158,0.5959692,0.139946669,0.999861062,0.412314713,0.338650763,-0.533124804,0.999989986,0.81449002,0.988866389,0.559719861,0.482787877,0.15767394,0.748531163,-0.632784963,0.928654552
right,0.805769622,0.595463336,0.145805016,0.999863148,0.413190186,0.33809486,-0.528914809,0.999990582,0.814426124,0.988790691,0.56084913,0.477684289,0.157539323,0.748591065,-0.625841796,0.931047976
right,0.806221366,0.595831573,0.118656114,0.999866605,0.413629204,0.337902427,-0.55776006,0.999990523,0.816399395,0.995524287,0.524568856,0.466834128,0.157568231,0.749022424,-0.64043045,0.925864398
right,0.749307096,0.533583701,-0.017682286,0.999896765,0.312005579,0.359843105,-0.410089731,0.999980807,0.7835958,0.946631312,0.205648497,0.612228632,0.122502342,0.781094015,-0.475821406,0.922489703
right,0.748983622,0.526809454,-0.020760309,0.999893129,0.311588496,0.358640373,-0.399929553,0.999976993,0.783391654,0.944128036,0.212746173,0.623163879,0.122287691,0.781724811,-0.463964075,0.918899715
right,0.749464333,0.5220083,0.015811685,0.999872327,0.313091815,0.357075721,-0.402081728,0.999975145,0.770514786,0.942845404,0.316530615,0.596914351,0.120879628,0.785946608,-0.440213144,0.91537565
right,0.751817644,0.53130579,0.027494818,0.999843419,0.31860429,0.354563385,-0.4072752,0.99997282,0.766386271,0.943707585,0.35948956,0.575510919,0.122650608,0.780231059,-0.459732383,0.915384889
right,0.752692401,0.538211644,0.037115701,0.999829769,0.32283172,0.348685354,-0.437858045,0.999972582,0.763644099,0.949016869,0.397137165,0.56659472,0.12352965,0.777963042,-0.484066099,0.914516866
right,0.758901238,0.548131943,0.057340592,0.999825239,0.339749098,0.341738015,-0.446588367,0.999974549,0.778841019,0.955279946,0.417667568,0.559082329,0.126786634,0.772820354,-0.493891865,0.912667572
right,0.761857033,0.555634677,0.055837952,0.999823391,0.349354625,0.33749482,-0.454083115,0.99997592,0.782294869,0.962516546,0.421600252,0.548267782,0.133242771,0.76333344,-0.490042776,0.908848166
right,0.76370585,0.567018449,0.082961261,0.999823689,0.358930379,0.337283403,-0.462866306,0.999978483,0.794829726,0.965941191,0.467877299,0.543810666,0.135868877,0.75966543,-0.556838393,0.909721553
right,0.768048644,0.574244618,0.087229595,0.999832332,0.367913634,0.33734256,-0.4795174,0.999980807,0.797933042,0.96822542,0.478390276,0.545159519,0.136763513,0.759170711,-0.566014588,0.912862539
right,0.776881754,0.578629613,0.071666248,0.999836981,0.377235442,0.337518573,-0.529566348,0.99998194,0.804463744,0.969760716,0.443377674,0.522052228,0.139932096,0.756236613,-0.600370646,0.905839026
right,0.782361865,0.57967037,0.113958098,0.99981755,0.388083637,0.333917081,-0.534704268,0.999983251,0.805141151,0.968832314,0.515064418,0.486019969,0.145518109,0.75190407,-0.619302094,0.907993376
right,0.790514946,0.595787406,0.125923425,0.999814093,0.396456152,0.330800921,-0.520478845,0.999985039,0.803222775,0.979323566,0.539318025,0.463286012,0.149838239,0.747728765,-0.608537495,0.909670293
right,0.795402765,0.597569287,0.141065598,0.999822021,0.403218925,0.329069763,-0.515363991,0.999986589,0.802903354,0.983818769,0.567249715,0.459285498,0.15308854,0.740151048,-0.615681767,0.915678322
right,0.799949169,0.599013329,0.137644067,0.999825418,0.409060001,0.327828437,-0.523392975,0.999987483,0.804258227,0.989554465,0.549183667,0.447194785,0.155389145,0.740257382,-0.649482429,0.918514729
right,0.777454913,0.550892115,0.074965626,0.999860048,0.355807602,0.343812972,-0.42731294,0.999985218,0.810816765,0.933915734,0.450465113,0.592960477,0.143338293,0.74962002,-0.503023386,0.930514634
right,0.783771574,0.55110085,0.086701915,0.999854326,0.368856013,0.34280777,-0.432331622,0.999986053,0.811695695,0.936160684,0.453881353,0.588113487,0.146763772,0.746900618,-0.513736486,0.932637751
right,0.785469651,0.560652018,0.119208001,0.999848902,0.378396809,0.342749387,-0.452376544,0.999986291,0.813238442,0.941292405,0.505569339,0.578555107,0.150083721,0.747199655,-0.539970577,0.93242234
right,0.787671864,0.568331599,0.125696838,0.999849856,0.388558954,0.342341393,-0.501362205,0.999986947,0.812902331,0.946258545,0.536718726,0.560544014,0.151597843,0.748547435,-0.597669899,0.93125844
down,0.665459514,0.533907294,-0.872982621,0.99979645,0.263347149,0.512849271,-0.850628078,0.999945283,0.736043334,0.917763531,-0.538402498,0.811568379,0.14805311,0.894535065,-0.643517256,0.839000583
down,0.66410023,0.533765256,-0.853854477,0.999795258,0.262023449,0.515422881,-0.838267505,0.999949336,0.734933734,0.918252409,-0.522162318,0.806386888,0.147128299,0.89570564,-0.654251993,0.844806015
down,0.664019525,0.536939204,-0.84984988,0.99979198,0.261146486,0.518916726,-0.834483266,0.999952137,0.734850049,0.923352361,-0.521198153,0.79514271,0.145733148,0.896300077,-0.694015145,0.845231473
down,0.663557649,0.537422776,-0.824959755,0.999798238,0.260995835,0.52138114,-0.800533772,0.999954939,0.734357715,0.926605105,-0.514090776,0.793877304,0.14555867,0.90087831,-0.684194446,0.844424188
down,0.663190961,0.537062287,-0.873378396,0.999794424,0.260410726,0.525157392,-0.832087517,0.999954045,0.735449433,0.926788926,-0.55418098,0.798930287,0.145106912,0.9044891,-0.676432967,0.85105902
down,0.662456572,0.536860347,-0.919324279,0.999788821,0.258258283,0.525049448,-0.884182155,0.999951541,0.737052619,0.927253783,-0.604557812,0.807183921,0.144523323,0.906916678,-0.683691382,0.855398536
down,0.661811829,0.535529375,-0.839741588,0.999793708,0.250501305,0.523962915,-0.804630876,0.999949813,0.742285848,0.928066134,-0.502075434,0.809621692,0.138481855,0.909962952,-0.709773421,0.837904513
down,0.660847545,0.538455248,-0.944784343,0.999787748,0.246288747,0.523925066,-0.823480606,0.999945104,0.749326289,0.94620508,-0.640254736,0.814248383,0.131919473,0.919220209,-0.742423177,0.816754937
down,0.66127187,0.543747067,-0.991835594,0.999750495,0.240240484,0.529594481,-0.887273908,0.99992156,0.757286549,0.968707025,-0.708522618,0.819305241,0.123908296,0.941963136,-0.764496446,0.755505562
down,0.661342621,0.545737326,-1.000511408,0.999759793,0.239562109,0.529262125,-0.878179252,0.999920964,0.757318914,0.970363319,-0.730239511,0.820940018,0.123957619,0.940705121,-0.814986825,0.728640378
down,0.66120398,0.546604276,-1.027407408,0.999758124,0.239777848,0.524078608,-0.877153099,0.999915898,0.756657958,0.970117807,-0.782088459,0.821894765,0.125597775,0.934280634,-0.81058085,0.701561153
down,0.661202073,0.550116837,-1.11912632,0.999760866,0.239656925,0.52267462,-0.933234513,0.999913573,0.75629729,0.971635282,-0.854063869,0.821721077,0.126625165,0.931920469,-0.856865704,0.670944035
down,0.659612238,0.55090934,-1.097204447,0.999743998,0.239233285,0.52264595,-0.938162625,0.999904335,0.749260068,0.964704573,-0.818041205,0.807518005,0.128334373,0.92428273,-0.76133579,0.628865242
down,0.659593642,0.556635022,-1.237552524,0.999719203,0.238683388,0.537234902,-1.034952402,0.999898851,0.748487115,0.96227926,-0.936412454,0.813988566,0.132663935,0.923644423,-0.676971138,0.644243598
down,0.659119248,0.559629381,-1.231285572,0.999693632,0.23534672,0.555129647,-1.0875808,0.999900758,0.748186707,0.962770045,-0.927737057,0.817151546,0.132714823,0.937866211,-0.72781378,0.671597004
down,0.65890348,0.566005826,-1.33863616,0.999596953,0.232370585,0.561832368,-1.100502133,0.999890387,0.746705174,0.963644862,-0.976192296,0.817324758,0.131289929,0.945737541,-0.680387616,0.695652485
down,0.657036901,0.571781874,-1.356503129,0.999418676,0.229236796,0.574852049,-1.075091004,0.999866664,0.748545706,0.969898105,-1.002555609,0.821396112,0.131070584,0.948165953,-0.658816159,0.727310896
down,0.656538904,0.581574976,-1.407937884,0.99937731,0.230720997,0.57425499,-1.102041721,0.999858558,0.749367118,0.984508932,-1.058026671,0.832245469,0.131239653,0.941090882,-0.685789704,0.738360524
down,0.657325089,0.602226853,-1.40551281,0.99896276,0.231141493,0.580008268,-1.17121911,0.999801695,0.746782184,0.990752578,-1.050380468,0.836381853,0.128829896,0.941448152,-0.801632106,0.753965855
down,0.659695208,0.620859444,-1.362745047,0.998147726,0.226832122,0.59577775,-1.080012083,0.999767959,0.742641032,1.037780881,-1.038315058,0.813125789,0.128561348,0.944997609,-0.744049132,0.765815139
down,0.659990728,0.620355487,-1.392339826,0.997614861,0.213884547,0.602826416,-1.124754429,0.999709249,0.73813808,1.013520956,-1.030080557,0.807535887,0.126449361,0.947348535,-0.768437088,0.767157674
down,0.660072982,0.621143281,-1.475584269,0.997212589,0.20529981,0.60201925,-1.248841643,0.999644101,0.735347688,0.996454418,-1.076482654,0.802303791,0.126330048,0.947459877,-0.910307705,0.775839746
down,0.665636182,0.681476831,-1.60580945,0.996035576,0.151114911,0.636459947,-1.368138075,0.999117136,0.752324402,1.126314402,-1.206671476,0.741354942,0.114098929,0.947345972,-0.708424151,0.642331481
down,0.644693017,0.635175586,-1.360532045,0.999242246,0.160690308,0.662256479,-1.157151222,0.999373674,0.765166819,0.954957426,-0.757302165,0.907463372,0.095792308,0.964945972,-0.295089543,0.510606706
down,0.638415933,0.63864553,-1.585742712,0.99926573,0.155467331,0.65829283,-1.375263691,0.999290764,0.761884868,0.957229912,-0.980613828,0.911900461,0.09426818,0.963291168,-0.392106533,0.513269424
down,0.638720572,0.650462687,-1.620158195,0.999225974,0.144776016,0.676078975,-1.392955542,0.999154747,0.750096798,0.958698213,-0.966407478,0.902102292,0.094181024,0.967161059,-0.411028296,0.45959264
down,0.641979337,0.678058326,-1.725306273,0.999212563,0.141889468,0.675088584,-1.504359245,0.999068975,0.745552897,0.982164443,-1.135737538,0.894570768,0.094083115,0.966359496,-0.517406404,0.432661623
down,0.640906692,0.676633179,-1.608471155,0.999217749,0.140502304,0.690605879,-1.363113999,0.999082029,0.74408567,0.980714381,-1.089011431,0.888737619,0.094856918,0.970584989,-0.484858274,0.404765815
down,0.662845731,0.663466752,-0.69044733,0.999786139,0.263422072,0.633761168,-0.579354882,0.999899924,0.79021728,0.99354279,-0.470932662,0.80856663,0.149261951,0.900972486,-0.420971483,0.672437668
down,0.659321547,0.663528442,-0.708280861,0.999817669,0.26395902,0.635139227,-0.605431557,0.999913633,0.788189113,0.994063199,-0.482848257,0.822768986,0.149572164,0.903254509,-0.519272447,0.688096523
down,0.658021092,0.663928211,-0.698234975,0.999828696,0.265043318,0.635446727,-0.456637323,0.999906003,0.788178265,0.996852696,-0.476160854,0.82278192,0.152870357,0.896943212,-0.179178879,0.663407207
down,0.657744288,0.663945854,-0.651296914,0.999838889,0.265239805,0.635059118,-0.500339031,0.999913037,0.787439466,0.997529805,-0.422985017,0.825681686,0.153273523,0.893206656,-0.358372003,0.67208147
down,0.65782553,0.664196968,-0.722835541,0.99985379,0.264247328,0.635753393,-0.584294438,0.999918699,0.787811518,1.005157113,-0.517085314,0.831044436,0.149309114,0.900134444,-0.453900337,0.679978132
down,0.656061232,0.671996295,-0.719870985,0.999845028,0.262749374,0.643045723,-0.551212966,0.999904633,0.786932528,1.009849548,-0.543709695,0.817046821,0.148914963,0.903500795,-0.359207928,0.65019232
down,0.65549314,0.670900702,-0.805562854,0.99985832,0.258538753,0.643871725,-0.629101634,0.999909341,0.786324322,1.012305379,-0.576952934,0.823343933,0.143424004,0.914710701,-0.445240796,0.647070229
down,0.652449012,0.668199539,-0.830250621,0.99987632,0.255190283,0.6413818,-0.635717809,0.999917746,0.786996424,1.012257338,-0.621033311,0.841352046,0.136178046,0.922611654,-0.51219368,0.667905271
down,0.648775697,0.667658985,-1.080799103,0.999892652,0.253646165,0.639216423,-0.854028702,0.999928236,0.783070147,1.013654113,-0.876341701,0.858449221,0.128446013,0.92781049,-0.669723153,0.690925896
down,0.642722428,0.66737777,-1.067502141,0.999895453,0.249159306,0.639235795,-0.842016041,0.99993366,0.782677591,1.008770704,-0.840058923,0.864461005,0.122459412,0.936084688,-0.639899969,0.712471128
down,0.64284575,0.666453302,-1.093535185,0.999898374,0.248709828,0.638011038,-0.873693824,0.999937952,0.782522261,1.008908391,-0.866452396,0.869779825,0.122465372,0.935478806,-0.665130973,0.730177045
down,0.639651895,0.660479307,-1.076132894,0.999903023,0.24682793,0.63757509,-0.864584625,0.999934852,0.792746186,0.983954489,-0.860172749,0.885098696,0.116283335,0.931643724,-0.62895906,0.753878295
down,0.627469063,0.648463905,-0.886800647,0.999849975,0.248042896,0.640741348,-0.706487536,0.99987483,0.82940501,0.950142205,-0.750025153,0.905581892,0.083784819,0.89032346,-0.591831982,0.748256087
down,0.627652049,0.647111893,-0.885340214,0.999751151,0.247291535,0.638442755,-0.722514391,0.999849617,0.828116894,0.947465003,-0.762393832,0.897880971,0.080626704,0.883981287,-0.59107393,0.752483308
down,0.626562715,0.646560967,-0.933623672,0.999681413,0.244264036,0.639666736,-0.739815235,0.999829769,0.832020104,0.9471699,-0.797236323,0.895050168,0.074743435,0.88906616,-0.620868921,0.752117991
down,0.626528263,0.643781304,-1.042685628,0.999525607,0.242515996,0.63956219,-0.855460286,0.9997738,0.838267803,0.946819842,-0.891068459,0.889409304,0.067395434,0.893759072,-0.727633059,0.749542058
down,0.626533508,0.643734276,-0.97591126,0.998874843,0.24143295,0.633822381,-0.827461362,0.999599457,0.837882876,0.939200401,-0.83968699,0.877233744,0.067080669,0.891292691,-0.666898072,0.752718627
down,0.625746429,0.647407293,-1.052215219,0.998531699,0.23947303,0.62561518,-0.947379589,0.999398172,0.852823436,0.948486626,-0.922831893,0.882965744,0.062697336,0.900521219,-0.761067331,0.761577666
down,0.624384046,0.6439327,-1.020763636,0.998592556,0.239261121,0.615934372,-0.93647337,0.999348462,0.847542763,0.94777739,-0.918584466,0.882316649,0.063586764,0.897338271,-0.742863894,0.750943244
down,0.622349143,0.640904605,-1.058675885,0.998633385,0.239254668,0.587558508,-0.992426753,0.999404788,0.848209262,0.948567331,-0.934209526,0.893325865,0.06281127,0.89752841,-0.796852589,0.782492518
down,0.619082808,0.642185092,-1.100135684,0.998610556,0.239923313,0.575813532,-0.99996537,0.999422252,0.86161536,0.955921471,-0.966964543,0.903494,0.060170166,0.89944911,-0.797274828,0.798733711
down,0.618642688,0.646948814,-1.045153379,0.998653114,0.240562588,0.573647678,-0.977930367,0.999393582,0.866955757,0.961683571,-0.959735513,0.910973072,0.060109187,0.898380041,-0.803701043,0.802838922
down,0.62311244,0.656517684,-1.088781118,0.998615623,0.242673606,0.58315438,-0.996619821,0.999393821,0.872650146,0.964687049,-0.984799981,0.911328852,0.057261724,0.897957444,-0.834273517,0.807697058
down,0.6237486,0.657690346,-1.044115305,0.998463631,0.243345588,0.593932867,-0.995814681,0.999356985,0.873726249,0.968323648,-0.953367233,0.912006497,0.055837225,0.902586818,-0.834418595,0.816205084
down,0.625207782,0.659440935,-1.047933578,0.99830848,0.242513388,0.611027122,-0.988843739,0.99919939,0.873583794,0.970232248,-0.953074813,0.913570523,0.055071305,0.903663874,-0.81486398,0.807659447
down,0.622841001,0.655827641,-1.0188241,0.997591257,0.240087077,0.61709249,-0.929245293,0.998751342,0.872935295,0.970555842,-0.927394688,0.911843538,0.052460022,0.907272518,-0.793856859,0.790871978
down,0.622638881,0.6566782,-1.098675489,0.997395098,0.238314897,0.615609765,-0.98167181,0.99869144,0.870919526,0.970417857,-0.97624141,0.912906289,0.052523166,0.908025622,-0.805440724,0.789880693
down,0.616510987,0.642284513,-1.05433774,0.997115493,0.236286402,0.613415003,-0.937214851,0.998418391,0.866707206,0.966387749,-0.945048153,0.913594127,0.049809556,0.907573521,-0.827633262,0.788681269
down,0.613080144,0.642421544,-1.080551982,0.996851325,0.2348665,0.60627228,-0.956972778,0.99842149,0.859135509,0.964313745,-0.975105941,0.910717309,0.039745532,0.911875427,-0.847726941,0.79913944
down,0.60952884,0.642903268,-1.138178229,0.996420383,0.221697375,0.609796941,-0.962879539,0.997982621,0.846097171,0.959623754,-1.014959693,0.908860445,0.027285704,0.915032446,-0.863219619,0.802595377
down,0.607871652,0.643269479,-1.166674972,0.996354401,0.217322156,0.609753072,-1.008454084,0.997597635,0.845312297,0.957634509,-1.062016129,0.911930978,0.02475683,0.913339019,-0.928156197,0.802547812
down,0.606779933,0.651857197,-1.254880786,0.996530056,0.2113498,0.62838167,-1.060783029,0.997421145,0.844149768,0.957768619,-1.168077707,0.913075984,0.020688491,0.90513438,-1.051431417,0.794166327
